year,soc_name,soc,cip_name,cip,avg_wage,avg_wage_moe,num_ppl,num_ppl_moe
2014,"Nurse anesthetists","291151","Business","52",108840.0,35425.3,1169,504.74
2014,"Nurse anesthetists","291151","Multidisciplinary or General Science","GS",204930.0,87416.9,477,387.381
2014,"Audiologists","291181","Psychology","42",165592.0,128034.0,609,443.098
2014,"Audiologists","291181","Health","51",69843.4,11157.7,9858,1910.29
2014,"Audiologists","291181","Business","52",124464.0,26988.6,545,521.636
2014,"Health diagnosing & treating practitioners, all other","291199","Communications","09",43679.9,21881.0,573,439.66
2014,"Health diagnosing & treating practitioners, all other","291199","Education","13",33342.9,13213.6,713,568.864
2014,"Health diagnosing & treating practitioners, all other","291199","English","23",33929.7,18894.6,554,403.357
2014,"Health diagnosing & treating practitioners, all other","291199","Biology","26",102039.0,59491.4,2106,870.507
2014,"Health diagnosing & treating practitioners, all other","291199","Psychology","42",47181.5,23298.8,1298,693.611
2014,"Health diagnosing & treating practitioners, all other","291199","Social Sciences","45",85610.3,78678.6,364,273.797
2014,"Health diagnosing & treating practitioners, all other","291199","Visual & Performing Arts","50",38926.6,16838.9,286,216.337
2014,"Health diagnosing & treating practitioners, all other","291199","Health","51",55347.8,15060.0,3698,1237.98
2014,"Health diagnosing & treating practitioners, all other","291199","Business","52",47482.1,20742.4,1445,679.233
2014,"Clinical laboratory technologists & technicians","292010","Agriculture","01",48260.8,10046.1,1025,544.135
2014,"Clinical laboratory technologists & technicians","292010","Communications","09",48666.0,8741.12,1525,595.084
2014,"Clinical laboratory technologists & technicians","292010","Computer and Information Sciences and Support Services","11",36583.2,12068.5,709,427.805
2014,"Clinical laboratory technologists & technicians","292010","Education","13",51874.6,6052.38,4585,1291.83
2014,"Clinical laboratory technologists & technicians","292010","Engineering","14",56566.3,8555.09,2428,1022.85
2014,"Clinical laboratory technologists & technicians","292010","Engineering Technologies","15",63056.8,24086.4,497,333.416
2014,"Clinical laboratory technologists & technicians","292010","Language & Linguistics","16",47577.8,10258.7,549,517.7
2014,"Clinical laboratory technologists & technicians","292010","Human Sciences","19",37493.9,15719.5,445,308.484
2014,"Clinical laboratory technologists & technicians","292010","English","23",52535.5,8101.63,1138,549.074
2014,"Clinical laboratory technologists & technicians","292010","Liberal Arts & Humanities","24",56779.0,4227.54,2355,1166.0
2014,"Clinical laboratory technologists & technicians","292010","Biology","26",54606.4,3845.52,45712,4331.24
2014,"Clinical laboratory technologists & technicians","292010","Math & Statistics","27",54819.0,11547.3,631,458.165
2014,"Clinical laboratory technologists & technicians","292010","Interdisciplinary Studies","30",38705.0,16653.8,828,541.707
2014,"Clinical laboratory technologists & technicians","292010","Parks, Recreation, & Leisure","31",30345.6,17150.7,1054,688.323
2014,"Clinical laboratory technologists & technicians","292010","Physical Sciences","40",65293.6,21081.4,6632,2123.28
2014,"Clinical laboratory technologists & technicians","292010","Psychology","42",53511.1,12334.7,3460,1243.15
2014,"Clinical laboratory technologists & technicians","292010","Protective Services","43",44682.5,10532.1,954,638.44
2014,"Clinical laboratory technologists & technicians","292010","Public Administration and Social Service","44",39908.1,18836.0,442,385.249
2014,"Clinical laboratory technologists & technicians","292010","Social Sciences","45",45231.6,10373.1,4248,1279.44
2014,"Clinical laboratory technologists & technicians","292010","Visual & Performing Arts","50",55584.2,20196.0,1686,700.793
2014,"Clinical laboratory technologists & technicians","292010","Health","51",56429.9,2034.58,52471,4767.75
2014,"Clinical laboratory technologists & technicians","292010","Business","52",67412.0,21975.7,7671,1965.83
2014,"Clinical laboratory technologists & technicians","292010","History","54",32715.4,15161.2,789,498.668
2014,"Clinical laboratory technologists & technicians","292010","Multidisciplinary or General Science","GS",53308.6,5611.31,4626,1627.94
2014,"Dental hygienists","292021","Communications","09",41457.0,12215.1,1148,810.204
2014,"Dental hygienists","292021","Education","13",47054.4,19475.4,2052,926.825
2014,"Dental hygienists","292021","Engineering","14",103400.0,51747.9,881,655.457
2014,"Dental hygienists","292021","English","23",34701.9,15896.4,728,421.455
2014,"Dental hygienists","292021","Liberal Arts & Humanities","24",31962.7,7340.3,782,418.863
2014,"Dental hygienists","292021","Biology","26",72482.0,30423.2,5539,1626.25
2014,"Dental hygienists","292021","Parks, Recreation, & Leisure","31",73218.2,25085.9,802,451.022
2014,"Dental hygienists","292021","Psychology","42",52984.9,7100.19,2053,769.139
2014,"Dental hygienists","292021","Social Sciences","45",84345.6,93483.1,659,435.859
2014,"Dental hygienists","292021","Visual & Performing Arts","50",52565.0,19849.9,1502,793.522
2014,"Dental hygienists","292021","Health","51",50036.0,2528.21,32548,3105.25
2014,"Dental hygienists","292021","Business","52",82525.5,23809.9,3569,984.668
2014,"Dental hygienists","292021","Multidisciplinary or General Science","GS",50302.7,7483.95,2765,1056.58
2014,"Diagnostic related technologists & technicians","292030","Agriculture","01",48437.6,14139.6,775,438.612
2014,"Diagnostic related technologists & technicians","292030","Communications","09",58540.4,14941.3,1053,578.812
2014,"Diagnostic related technologists & technicians","292030","Computer and Information Sciences and Support Services","11",55552.9,25172.2,755,436.096
2014,"Diagnostic related technologists & technicians","292030","Education","13",48703.7,7844.17,3813,1112.59
2014,"Diagnostic related technologists & technicians","292030","Engineering","14",81070.7,25853.7,1914,715.37
2014,"Diagnostic related technologists & technicians","292030","Human Sciences","19",37894.2,14802.1,358,270.228
2014,"Diagnostic related technologists & technicians","292030","English","23",47796.7,9334.19,1160,499.385
2014,"Diagnostic related technologists & technicians","292030","Liberal Arts & Humanities","24",62644.5,16120.0,1334,701.654
2014,"Diagnostic related technologists & technicians","292030","Biology","26",62713.9,11665.4,9021,1665.61
2014,"Diagnostic related technologists & technicians","292030","Math & Statistics","27",53904.2,23965.4,846,538.018
2014,"Diagnostic related technologists & technicians","292030","Parks, Recreation, & Leisure","31",49395.7,15085.7,2361,897.01
2014,"Diagnostic related technologists & technicians","292030","Philosophy and Religious Studies","38",64191.0,28523.1,698,529.905
2014,"Diagnostic related technologists & technicians","292030","Physical Sciences","40",60463.2,18904.6,1360,727.251
2014,"Diagnostic related technologists & technicians","292030","Science Technologies","41",58802.4,6752.07,3776,1559.34
2014,"Diagnostic related technologists & technicians","292030","Psychology","42",61051.5,15677.1,3240,999.148
2014,"Diagnostic related technologists & technicians","292030","Protective Services","43",71487.9,37682.8,878,780.95
2014,"Diagnostic related technologists & technicians","292030","Public Administration and Social Service","44",45382.7,18196.3,1134,735.265
2014,"Diagnostic related technologists & technicians","292030","Social Sciences","45",58396.3,8827.18,2456,869.527
2014,"Diagnostic related technologists & technicians","292030","Visual & Performing Arts","50",46136.1,9276.27,2346,846.99
2014,"Diagnostic related technologists & technicians","292030","Health","51",58342.1,6359.0,37129,4274.28
2014,"Diagnostic related technologists & technicians","292030","Business","52",58038.1,11261.2,9499,2340.9
2014,"Diagnostic related technologists & technicians","292030","History","54",70691.3,16787.8,1013,645.073
2014,"Diagnostic related technologists & technicians","292030","Multidisciplinary or General Science","GS",57159.8,12973.9,3245,1110.08
2014,"Emergency medical technicians & paramedics","292041","Agriculture","01",30964.3,11132.0,479,424.949
2014,"Emergency medical technicians & paramedics","292041","Communications","09",33460.6,6226.41,1769,904.664
2014,"Emergency medical technicians & paramedics","292041","Education","13",55351.7,17735.8,1611,749.182
2014,"Emergency medical technicians & paramedics","292041","Engineering","14",35248.0,17502.2,1267,813.7
2014,"Emergency medical technicians & paramedics","292041","English","23",55754.8,22817.2,616,430.181
2014,"Emergency medical technicians & paramedics","292041","Liberal Arts & Humanities","24",50271.2,18105.2,1075,668.089
2014,"Emergency medical technicians & paramedics","292041","Biology","26",36688.6,7282.4,4896,1251.17
2014,"Emergency medical technicians & paramedics","292041","Parks, Recreation, & Leisure","31",44502.4,14184.0,1128,688.712
2014,"Emergency medical technicians & paramedics","292041","Theology","39",157027.0,140344.0,464,360.816
2014,"Emergency medical technicians & paramedics","292041","Physical Sciences","40",56277.4,23732.8,866,603.193
2014,"Emergency medical technicians & paramedics","292041","Psychology","42",55662.4,20951.8,3502,1363.89
2014,"Emergency medical technicians & paramedics","292041","Protective Services","43",41927.8,16742.7,2382,1207.26
2014,"Emergency medical technicians & paramedics","292041","Public Administration and Social Service","44",38880.2,18425.5,415,317.385
2014,"Emergency medical technicians & paramedics","292041","Social Sciences","45",107557.0,60887.4,2992,1119.22
2014,"Emergency medical technicians & paramedics","292041","Visual & Performing Arts","50",44899.4,21894.2,1445,801.119
2014,"Emergency medical technicians & paramedics","292041","Health","51",44547.4,7367.1,6944,2407.89
2014,"Emergency medical technicians & paramedics","292041","Business","52",51763.7,10988.0,3468,992.941
2014,"Emergency medical technicians & paramedics","292041","History","54",46156.7,33081.6,353,275.858
2014,"Emergency medical technicians & paramedics","292041","Multidisciplinary or General Science","GS",66183.3,16535.5,633,583.133
2014,"Health practitioner support technologists & technicians","292050","Agriculture","01",49645.0,19935.2,5318,1391.8
2014,"Health practitioner support technologists & technicians","292050","Natural Resources & Conservation","03",83753.0,69617.6,820,512.042
2014,"Health practitioner support technologists & technicians","292050","Architecture and Related Services","04",107663.0,62856.6,977,759.991
2014,"Health practitioner support technologists & technicians","292050","Communications","09",132571.0,44367.6,4794,1354.44
2014,"Health practitioner support technologists & technicians","292050","Computer and Information Sciences and Support Services","11",141632.0,56282.3,3089,1089.62
2014,"Health practitioner support technologists & technicians","292050","Education","13",85517.4,28446.8,7710,1802.28
2014,"Health practitioner support technologists & technicians","292050","Engineering","14",128941.0,31620.8,7161,2017.49
2014,"Health practitioner support technologists & technicians","292050","Language & Linguistics","16",54116.0,33808.6,1192,801.298
2014,"Health practitioner support technologists & technicians","292050","Human Sciences","19",40989.3,17825.4,782,469.827
2014,"Health practitioner support technologists & technicians","292050","English","23",47780.1,19245.0,4982,1651.68
2014,"Health practitioner support technologists & technicians","292050","Liberal Arts & Humanities","24",65275.3,29445.8,2075,750.093
2014,"Health practitioner support technologists & technicians","292050","Biology","26",39349.8,6036.68,22470,3132.06
2014,"Health practitioner support technologists & technicians","292050","Math & Statistics","27",115798.0,49187.1,605,434.375
2014,"Health practitioner support technologists & technicians","292050","Interdisciplinary Studies","30",50120.0,28354.4,2032,864.125
2014,"Health practitioner support technologists & technicians","292050","Parks, Recreation, & Leisure","31",42594.8,27515.0,2611,1120.41
2014,"Health practitioner support technologists & technicians","292050","Philosophy and Religious Studies","38",20894.1,10980.4,814,481.975
2014,"Health practitioner support technologists & technicians","292050","Theology","39",139916.0,67836.6,759,485.725
2014,"Health practitioner support technologists & technicians","292050","Physical Sciences","40",96951.8,46530.9,3198,1001.87
2014,"Health practitioner support technologists & technicians","292050","Psychology","42",50468.4,12908.8,9570,2231.77
2014,"Health practitioner support technologists & technicians","292050","Protective Services","43",74588.9,63890.7,3171,1732.07
2014,"Health practitioner support technologists & technicians","292050","Public Administration and Social Service","44",107189.0,79819.6,1750,761.598
2014,"Health practitioner support technologists & technicians","292050","Social Sciences","45",100637.0,28284.8,9969,1807.4
2014,"Health practitioner support technologists & technicians","292050","Visual & Performing Arts","50",75546.7,23056.8,5048,1260.68
2014,"Health practitioner support technologists & technicians","292050","Health","51",65220.9,15360.1,22285,3726.27
2014,"Health practitioner support technologists & technicians","292050","Business","52",113593.0,16948.2,22248,3218.93
2014,"Health practitioner support technologists & technicians","292050","History","54",93886.1,33310.2,2896,962.898
2014,"Health practitioner support technologists & technicians","292050","Multidisciplinary or General Science","GS",53940.6,33898.0,3038,1588.91
2014,"Licensed practical & licensed vocational nurses","292061","Communications","09",37799.6,4299.09,965,623.116
2014,"Licensed practical & licensed vocational nurses","292061","Computer and Information Sciences and Support Services","11",29281.4,9677.52,788,562.81
2014,"Licensed practical & licensed vocational nurses","292061","Education","13",34072.4,4022.95,2286,888.536
2014,"Licensed practical & licensed vocational nurses","292061","Engineering","14",176369.0,175451.0,737,702.529
2014,"Licensed practical & licensed vocational nurses","292061","Biology","26",58519.4,22231.3,1947,837.965
2014,"Licensed practical & licensed vocational nurses","292061","Interdisciplinary Studies","30",27454.9,7522.28,498,416.181
2014,"Licensed practical & licensed vocational nurses","292061","Psychology","42",45654.1,24829.7,1890,682.55
2014,"Licensed practical & licensed vocational nurses","292061","Protective Services","43",30611.2,7696.41,566,464.664
2014,"Licensed practical & licensed vocational nurses","292061","Social Sciences","45",36319.6,8409.3,1484,802.031
2014,"Licensed practical & licensed vocational nurses","292061","Visual & Performing Arts","50",29845.5,15005.2,1352,946.885
2014,"Licensed practical & licensed vocational nurses","292061","Health","51",55978.6,8031.02,12769,2349.03
2014,"Licensed practical & licensed vocational nurses","292061","Business","52",37932.4,5665.91,3813,1109.13
2014,"Medical records & health information technicians","292071","Communications","09",44103.1,12614.1,1142,566.742
2014,"Medical records & health information technicians","292071","Education","13",35154.0,11647.0,2342,1039.7
2014,"Medical records & health information technicians","292071","Engineering","14",67104.5,29651.2,911,622.683
2014,"Medical records & health information technicians","292071","Liberal Arts & Humanities","24",36492.3,8805.63,270,239.677
2014,"Medical records & health information technicians","292071","Biology","26",33926.4,11793.6,1509,739.988
2014,"Medical records & health information technicians","292071","Math & Statistics","27",28631.8,11443.4,740,635.793
2014,"Medical records & health information technicians","292071","Interdisciplinary Studies","30",42903.9,29958.8,418,296.97
2014,"Medical records & health information technicians","292071","Psychology","42",50949.1,10703.3,2435,932.853
2014,"Medical records & health information technicians","292071","Protective Services","43",43646.2,13180.5,1414,1029.49
2014,"Medical records & health information technicians","292071","Public Administration and Social Service","44",34788.6,6590.2,928,987.254
2014,"Medical records & health information technicians","292071","Social Sciences","45",45009.6,12871.3,1259,755.737
2014,"Medical records & health information technicians","292071","Visual & Performing Arts","50",27630.3,3480.0,2036,1112.39
2014,"Medical records & health information technicians","292071","Health","51",53998.8,5453.56,7037,1768.67
2014,"Medical records & health information technicians","292071","Business","52",39320.5,4834.99,5893,1528.81
2014,"Opticians, dispensing","292081","Communications","09",50370.8,53089.2,622,484.291
2014,"Opticians, dispensing","292081","Education","13",45929.1,18485.6,791,588.195
2014,"Opticians, dispensing","292081","Biology","26",32302.7,10016.1,1159,591.776
2014,"Opticians, dispensing","292081","Social Sciences","45",39668.1,13569.2,796,667.553
2014,"Opticians, dispensing","292081","Visual & Performing Arts","50",27266.5,12519.3,491,394.922
2014,"Opticians, dispensing","292081","Health","51",45257.7,7469.05,1575,789.354
2014,"Opticians, dispensing","292081","Business","52",74715.9,35776.0,1735,728.792
2014,"Miscellaneous health technologists & technicians","292090","Communications","09",49815.8,16302.3,1093,591.404
2014,"Miscellaneous health technologists & technicians","292090","Computer and Information Sciences and Support Services","11",49907.8,21544.3,696,550.623
2014,"Miscellaneous health technologists & technicians","292090","Education","13",57306.3,16440.5,1817,761.288
2014,"Miscellaneous health technologists & technicians","292090","Engineering","14",50645.5,19112.6,1196,627.574
2014,"Miscellaneous health technologists & technicians","292090","Human Sciences","19",57894.2,20092.2,408,323.913
2014,"Miscellaneous health technologists & technicians","292090","Liberal Arts & Humanities","24",77173.2,58328.7,422,381.177
2014,"Miscellaneous health technologists & technicians","292090","Biology","26",66994.4,14579.0,5594,1301.04
2014,"Miscellaneous health technologists & technicians","292090","Interdisciplinary Studies","30",28043.9,22650.4,645,454.651
2014,"Miscellaneous health technologists & technicians","292090","Parks, Recreation, & Leisure","31",34227.3,14639.4,1946,873.545
2014,"Miscellaneous health technologists & technicians","292090","Philosophy and Religious Studies","38",27335.7,9513.38,653,571.17
2014,"Miscellaneous health technologists & technicians","292090","Physical Sciences","40",70853.1,45878.4,697,513.332
2014,"Miscellaneous health technologists & technicians","292090","Psychology","42",73665.0,32489.9,2988,1276.85
2014,"Miscellaneous health technologists & technicians","292090","Protective Services","43",40459.9,7028.87,489,403.874
2014,"Miscellaneous health technologists & technicians","292090","Public Administration and Social Service","44",64758.0,45024.0,431,348.464
2014,"Miscellaneous health technologists & technicians","292090","Social Sciences","45",35833.2,17140.3,1456,679.193
2014,"Miscellaneous health technologists & technicians","292090","Visual & Performing Arts","50",26880.1,9004.5,656,447.981
2014,"Miscellaneous health technologists & technicians","292090","Health","51",60085.7,12360.3,9454,2077.79
2014,"Miscellaneous health technologists & technicians","292090","Business","52",107246.0,39076.6,5986,1693.62
2014,"Miscellaneous health technologists & technicians","292090","Multidisciplinary or General Science","GS",66464.5,12309.5,1124,912.973
2014,"Other healthcare practitioners & technical Occupations","299000","Agriculture","01",49475.2,9255.2,210,148.163
2014,"Other healthcare practitioners & technical Occupations","299000","Natural Resources & Conservation","03",86183.1,37578.3,1652,672.284
2014,"Other healthcare practitioners & technical Occupations","299000","Communications","09",42552.4,11599.0,894,450.212
2014,"Other healthcare practitioners & technical Occupations","299000","Education","13",60368.4,9646.92,2569,877.964
2014,"Other healthcare practitioners & technical Occupations","299000","Engineering","14",112326.0,28471.6,3415,1025.02
2014,"Other healthcare practitioners & technical Occupations","299000","Engineering Technologies","15",60912.6,9616.29,919,580.964
2014,"Other healthcare practitioners & technical Occupations","299000","Biology","26",65982.8,13175.9,9048,2302.25
2014,"Other healthcare practitioners & technical Occupations","299000","Parks, Recreation, & Leisure","31",37631.8,6738.97,3888,1299.85
2014,"Other healthcare practitioners & technical Occupations","299000","Physical Sciences","40",99255.7,43477.1,2025,905.867
2014,"Other healthcare practitioners & technical Occupations","299000","Psychology","42",39784.3,12131.2,2501,1075.56
2014,"Other healthcare practitioners & technical Occupations","299000","Protective Services","43",57338.7,16732.1,1135,422.805
2014,"Other healthcare practitioners & technical Occupations","299000","Social Sciences","45",47887.3,9283.63,2480,1082.8
2014,"Other healthcare practitioners & technical Occupations","299000","Transportation","49",95907.8,19363.4,432,321.598
2014,"Other healthcare practitioners & technical Occupations","299000","Visual & Performing Arts","50",30532.7,11085.6,798,531.971
2014,"Other healthcare practitioners & technical Occupations","299000","Health","51",47040.5,5220.77,17515,2442.29
2014,"Other healthcare practitioners & technical Occupations","299000","Business","52",57855.1,8749.86,7010,1690.44
2014,"Other healthcare practitioners & technical Occupations","299000","Multidisciplinary or General Science","GS",104928.0,43172.1,2325,1244.16
2014,"Nursing, psychiatric, & home health aides","311010","Agriculture","01",47677.3,32729.5,1211,590.769
2014,"Nursing, psychiatric, & home health aides","311010","Natural Resources & Conservation","03",44457.6,42113.4,986,762.609
2014,"Nursing, psychiatric, & home health aides","311010","Communications","09",24475.4,5732.11,5734,1740.93
2014,"Nursing, psychiatric, & home health aides","311010","Computer and Information Sciences and Support Services","11",33306.2,14124.8,2213,973.065
2014,"Nursing, psychiatric, & home health aides","311010","Education","13",26165.4,3235.24,17055,2482.16
2014,"Nursing, psychiatric, & home health aides","311010","Engineering","14",36082.0,11024.8,4053,1177.01
2014,"Nursing, psychiatric, & home health aides","311010","Engineering Technologies","15",22971.4,6415.04,634,456.396
2014,"Nursing, psychiatric, & home health aides","311010","Language & Linguistics","16",32795.4,8906.38,2564,1108.53
2014,"Nursing, psychiatric, & home health aides","311010","Human Sciences","19",24508.7,5162.84,1913,785.06
2014,"Nursing, psychiatric, & home health aides","311010","English","23",21286.3,5233.77,4056,1333.09
2014,"Nursing, psychiatric, & home health aides","311010","Liberal Arts & Humanities","24",34325.0,17142.1,2410,1181.94
2014,"Nursing, psychiatric, & home health aides","311010","Biology","26",53157.3,13159.0,14379,2790.73
2014,"Nursing, psychiatric, & home health aides","311010","Math & Statistics","27",40066.6,21486.8,866,481.097
2014,"Nursing, psychiatric, & home health aides","311010","Interdisciplinary Studies","30",31294.9,8402.17,1075,608.699
2014,"Nursing, psychiatric, & home health aides","311010","Parks, Recreation, & Leisure","31",38045.2,11294.1,3263,1450.85
2014,"Nursing, psychiatric, & home health aides","311010","Philosophy and Religious Studies","38",31679.0,5595.09,572,488.158
2014,"Nursing, psychiatric, & home health aides","311010","Theology","39",20176.6,2638.63,1264,712.168
2014,"Nursing, psychiatric, & home health aides","311010","Physical Sciences","40",24989.4,7580.86,2745,1230.22
2014,"Nursing, psychiatric, & home health aides","311010","Psychology","42",27662.9,4154.42,14708,2533.54
2014,"Nursing, psychiatric, & home health aides","311010","Protective Services","43",25369.3,5436.18,3382,1182.92
2014,"Nursing, psychiatric, & home health aides","311010","Public Administration and Social Service","44",27381.6,6283.82,4695,1690.33
2014,"Nursing, psychiatric, & home health aides","311010","Social Sciences","45",27207.0,4305.47,10563,1956.47
2014,"Nursing, psychiatric, & home health aides","311010","Transportation","49",21344.2,7849.06,639,573.44
2014,"Nursing, psychiatric, & home health aides","311010","Visual & Performing Arts","50",25042.6,4362.64,5675,1906.1
2014,"Nursing, psychiatric, & home health aides","311010","Health","51",39409.1,3543.42,53891,5295.8
2014,"Nursing, psychiatric, & home health aides","311010","Business","52",32935.2,7271.69,25513,3040.21
2014,"Nursing, psychiatric, & home health aides","311010","History","54",16146.9,5375.72,1931,917.547
2014,"Nursing, psychiatric, & home health aides","311010","Multidisciplinary or General Science","GS",41311.6,18888.4,2352,1122.24
2014,"Occupational therapy assistants & aides","312010","Social Sciences","45",50061.4,8326.23,412,329.184
2014,"Occupational therapy assistants & aides","312010","Health","51",34728.5,6419.26,1263,736.13
2014,"Physical therapist assistants & aides","312020","Education","13",26014.3,8392.1,1127,579.081
2014,"Physical therapist assistants & aides","312020","Language & Linguistics","16",61013.5,18682.2,401,332.214
2014,"Physical therapist assistants & aides","312020","English","23",40484.1,14548.1,521,390.577
2014,"Physical therapist assistants & aides","312020","Biology","26",22071.7,4420.19,2267,794.826
2014,"Physical therapist assistants & aides","312020","Parks, Recreation, & Leisure","31",31525.4,5802.19,4458,1341.52
2014,"Physical therapist assistants & aides","312020","Psychology","42",24632.0,6660.18,1860,932.809
2014,"Physical therapist assistants & aides","312020","Social Sciences","45",39342.9,7518.1,1056,661.93
2014,"Physical therapist assistants & aides","312020","Health","51",35682.9,6698.23,4217,1233.42
2014,"Physical therapist assistants & aides","312020","Business","52",28017.4,9099.13,1176,761.928
2014,"Physical therapist assistants & aides","312020","Multidisciplinary or General Science","GS",30537.8,11833.0,611,493.723
2014,"Massage therapists","319011","Communications","09",30598.1,10280.3,1758,967.116
2014,"Massage therapists","319011","Education","13",21528.9,5670.99,2568,1030.03
2014,"Massage therapists","319011","Engineering","14",28863.6,14379.9,360,261.49
2014,"Massage therapists","319011","Language & Linguistics","16",32266.6,20269.5,683,582.801
2014,"Massage therapists","319011","English","23",27656.1,10161.1,960,493.94
2014,"Massage therapists","319011","Liberal Arts & Humanities","24",25945.6,7902.85,562,411.167
2014,"Massage therapists","319011","Biology","26",24370.8,4741.63,1465,710.368
2014,"Massage therapists","319011","Interdisciplinary Studies","30",47641.0,21344.5,828,778.186
2014,"Massage therapists","319011","Parks, Recreation, & Leisure","31",25095.4,13418.7,875,537.698
2014,"Massage therapists","319011","Philosophy and Religious Studies","38",13149.0,5185.85,470,324.747
2014,"Massage therapists","319011","Psychology","42",27584.5,6774.8,2698,891.01
2014,"Massage therapists","319011","Social Sciences","45",30897.3,12436.7,2169,1080.64
2014,"Massage therapists","319011","Visual & Performing Arts","50",23094.4,6064.1,2076,695.469
2014,"Massage therapists","319011","Health","51",37778.7,15058.0,2180,977.507
2014,"Massage therapists","319011","Business","52",28435.6,5826.67,4894,1419.77
2014,"Massage therapists","319011","History","54",16398.8,9609.6,583,459.757
2014,"Massage therapists","319011","Multidisciplinary or General Science","GS",29734.2,13325.8,949,682.286
2014,"Dental assistants","319091","Communications","09",30897.6,10199.5,1281,908.951
2014,"Dental assistants","319091","Education","13",54822.4,38270.5,1843,708.447
2014,"Dental assistants","319091","English","23",46200.7,32370.6,522,449.957
2014,"Dental assistants","319091","Biology","26",26362.9,8324.42,3542,1449.98
2014,"Dental assistants","319091","Interdisciplinary Studies","30",56828.4,33447.0,509,527.989
2014,"Dental assistants","319091","Parks, Recreation, & Leisure","31",37048.5,19101.6,933,714.949
2014,"Dental assistants","319091","Physical Sciences","40",30360.8,8278.51,667,619.948
2014,"Dental assistants","319091","Psychology","42",44956.6,24612.4,1006,494.237
2014,"Dental assistants","319091","Social Sciences","45",32348.0,5247.08,887,424.107
2014,"Dental assistants","319091","Visual & Performing Arts","50",18263.4,6659.33,630,466.132
2014,"Dental assistants","319091","Health","51",27457.6,3354.49,7440,2232.34
2014,"Dental assistants","319091","Business","52",38723.0,14701.5,4215,1669.18
2014,"Dental assistants","319091","Multidisciplinary or General Science","GS",24522.0,4043.78,1156,896.067
2014,"Medical assistants","319092","Communications","09",35074.0,9953.71,2278,920.464
2014,"Medical assistants","319092","Education","13",41834.5,7918.23,3132,1347.43
2014,"Medical assistants","319092","Engineering","14",31024.3,11907.5,941,728.388
2014,"Medical assistants","319092","Human Sciences","19",21811.6,9496.63,1129,1046.56
2014,"Medical assistants","319092","English","23",17521.8,4903.19,733,428.198
2014,"Medical assistants","319092","Liberal Arts & Humanities","24",36110.9,4022.35,1157,631.564
2014,"Medical assistants","319092","Biology","26",42151.6,9425.12,7323,1620.37
2014,"Medical assistants","319092","Interdisciplinary Studies","30",44333.4,33700.8,459,433.62
2014,"Medical assistants","319092","Parks, Recreation, & Leisure","31",39657.4,14174.9,2014,1016.68
2014,"Medical assistants","319092","Physical Sciences","40",38460.1,20127.8,716,504.04
2014,"Medical assistants","319092","Psychology","42",43784.5,10080.4,4840,1425.16
2014,"Medical assistants","319092","Protective Services","43",21328.8,12060.8,702,466.627
2014,"Medical assistants","319092","Public Administration and Social Service","44",28214.1,13955.0,951,545.176
2014,"Medical assistants","319092","Social Sciences","45",30381.4,8347.77,1811,905.455
2014,"Medical assistants","319092","Visual & Performing Arts","50",23287.8,5062.55,843,604.837
2014,"Medical assistants","319092","Health","51",42159.7,4668.85,18712,3252.45
2014,"Medical assistants","319092","Business","52",39501.2,12339.7,5799,1434.79
2014,"Medical assistants","319092","History","54",22453.1,20133.3,452,319.468
2014,"Medical assistants","319092","Multidisciplinary or General Science","GS",41905.1,13201.2,2680,1211.3
2014,"Medical transcriptionists","319094","Education","13",37334.1,7588.14,947,584.259
2014,"Medical transcriptionists","319094","English","23",22002.3,18815.6,423,313.009
2014,"Medical transcriptionists","319094","Biology","26",17707.1,6674.46,1607,860.357
2014,"Medical transcriptionists","319094","Psychology","42",26089.4,11169.7,1027,919.246
2014,"Medical transcriptionists","319094","Health","51",29190.5,15224.8,1077,637.745
2014,"Medical transcriptionists","319094","Business","52",26317.8,19895.7,756,480.696
2014,"Pharmacy aides","319095","Engineering","14",22804.7,22523.1,337,299.304
2014,"Pharmacy aides","319095","Biology","26",33938.5,18903.6,1219,743.761
2014,"Pharmacy aides","319095","Health","51",70376.6,13461.8,2856,1092.41
2014,"Pharmacy aides","319095","Business","52",67157.6,24131.4,570,458.747
2014,"Veterinary assistants & laboratory animal caretakers","319096","Agriculture","01",26390.5,8259.11,835,550.69
2014,"Veterinary assistants & laboratory animal caretakers","319096","Education","13",17396.0,10386.7,470,358.591
2014,"Veterinary assistants & laboratory animal caretakers","319096","Biology","26",18074.0,2594.48,2793,872.739
2014,"Veterinary assistants & laboratory animal caretakers","319096","Psychology","42",47628.3,18221.8,369,301.614
2014,"Veterinary assistants & laboratory animal caretakers","319096","Health","51",42196.0,20147.8,789,645.705
2014,"Veterinary assistants & laboratory animal caretakers","319096","Business","52",55534.2,25840.0,612,378.521
2014,"Phlebotomists","319097","Biology","26",30745.9,8541.79,2469,994.622
2014,"Phlebotomists","319097","Psychology","42",29242.7,6305.59,1130,798.942
2014,"Phlebotomists","319097","Health","51",41531.9,7965.41,2804,1200.06
2014,"Phlebotomists","319097","Business","52",26374.6,8167.24,848,656.236
2014,"Firstline supervisors of correctional officers","331011","Education","13",46303.5,9222.32,630,360.873
2014,"Firstline supervisors of correctional officers","331011","Liberal Arts & Humanities","24",64708.3,10557.0,489,342.17
2014,"Firstline supervisors of correctional officers","331011","Psychology","42",81641.0,12938.7,901,438.71
